pathway	category
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	Disease
REACTOME_LOSS_OF_FUNCTION_OF_TGFBR1_IN_CANCER	Disease
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	Cellular responses to external stimuli
REACTOME_HSF1_ACTIVATION	Cellular responses to external stimuli
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	Cellular responses to external stimuli
REACTOME_ATTENUATION_PHASE	Cellular responses to external stimuli
REACTOME_GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	Hemostasis
REACTOME_GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	Signal Transduction
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	Hemostasis
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	Signal Transduction
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	Disease
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	Disease
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	Disease
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	Disease
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	Disease
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	Disease
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	Disease
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	Disease
REACTOME_TP53_REGULATES_METABOLIC_GENES	Gene expression (Transcription)
REACTOME_REGULATION_OF_TP53_ACTIVITY	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	Gene expression (Transcription)
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	Gene expression (Transcription)
REACTOME_GPCR_LIGAND_BINDING	Signal Transduction
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	Signal Transduction
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	Signal Transduction
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	Signal Transduction
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	Signal Transduction
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	Signal Transduction
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	Signal Transduction
REACTOME_OPSINS	Signal Transduction
REACTOME_FREE_FATTY_ACID_RECEPTORS	Signal Transduction
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS	Signal Transduction
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	Signal Transduction
REACTOME_DSCAM_INTERACTIONS	Developmental Biology
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	Developmental Biology
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	Developmental Biology
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	Developmental Biology
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	Developmental Biology
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	Developmental Biology
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	Developmental Biology
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	Developmental Biology
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	Developmental Biology
REACTOME_RECYCLING_PATHWAY_OF_L1	Developmental Biology
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	Developmental Biology
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	Developmental Biology
REACTOME_NRCAM_INTERACTIONS	Developmental Biology
REACTOME_CHL1_INTERACTIONS	Developmental Biology
REACTOME_NEUROFASCIN_INTERACTIONS	Developmental Biology
REACTOME_NCAM1_INTERACTIONS	Developmental Biology
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	Signal Transduction
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	Signal Transduction
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	Signal Transduction
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	Signal Transduction
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	Signal Transduction
REACTOME_RELAXIN_RECEPTORS	Signal Transduction
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	Signal Transduction
REACTOME_DOPAMINE_RECEPTORS	Signal Transduction
REACTOME_SEROTONIN_RECEPTORS	Signal Transduction
REACTOME_ADRENOCEPTORS	Signal Transduction
REACTOME_ACTIVATION_OF_RAC1	Developmental Biology
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	Developmental Biology
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	Developmental Biology
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING	Developmental Biology
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	Developmental Biology
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	Developmental Biology
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	Disease
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	Disease
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	Disease
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	Disease
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	Metabolism of proteins
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	Metabolism of proteins
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES	Metabolism of proteins
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	Metabolism of proteins
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	Metabolism of proteins
REACTOME_PERK_REGULATES_GENE_EXPRESSION	Metabolism of proteins
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	Metabolism of proteins
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	Metabolism of proteins
REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES	Transport of small molecules
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	Transport of small molecules
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	Transport of small molecules
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Transport of small molecules
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	Transport of small molecules
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	Transport of small molecules
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	Transport of small molecules
REACTOME_IRON_UPTAKE_AND_TRANSPORT	Transport of small molecules
REACTOME_ION_CHANNEL_TRANSPORT	Transport of small molecules
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	Transport of small molecules
REACTOME_CA2PLUS_PATHWAY	Signal Transduction
REACTOME_PCP_CE_PATHWAY	Signal Transduction
REACTOME_G_PROTEIN_BETA:GAMMA_SIGNALLING	Signal Transduction
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	Signal Transduction
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	Signal Transduction
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	Signal Transduction
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	Signal Transduction
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	Signal Transduction
REACTOME_CD28_CO_STIMULATION	Immune System
REACTOME_CTLA4_INHIBITORY_SIGNALING	Immune System
REACTOME_PD_1_SIGNALING	Immune System
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	Immune System
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	Immune System
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	Metabolism of proteins
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	Metabolism of proteins
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	Metabolism of proteins
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	Metabolism of proteins
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	Metabolism of proteins
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	Metabolism of proteins
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	Disease
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3	Disease
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TN_POLYAGGLUTINATION_SYNDROME_TNPS	Disease
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	Metabolism
REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	Metabolism
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	Metabolism
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	Metabolism of proteins
REACTOME_LEUKOTRIENE_RECEPTORS	Signal Transduction
REACTOME_PROSTANOID_LIGAND_RECEPTORS	Signal Transduction
REACTOME_CGMP_EFFECTS	Hemostasis
REACTOME_PEPTIDE_HORMONE_METABOLISM	Metabolism of proteins
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	Metabolism of proteins
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	Metabolism of proteins
REACTOME_PROTEIN_FOLDING	Metabolism of proteins
REACTOME_PROTEIN_REPAIR	Metabolism of proteins
REACTOME_SURFACTANT_METABOLISM	Metabolism of proteins
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Metabolism of proteins
REACTOME_TRANSLATION	Metabolism of proteins
REACTOME_AMYLOID_FIBER_FORMATION	Metabolism of proteins
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	Hemostasis
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	Hemostasis
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	Hemostasis
REACTOME_STRIATED_MUSCLE_CONTRACTION	Muscle contraction
REACTOME_SMOOTH_MUSCLE_CONTRACTION	Muscle contraction
REACTOME_CARDIAC_CONDUCTION	Muscle contraction
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	Signal Transduction
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_CDC42	Signal Transduction
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	Neuronal System
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	Circadian Clock
REACTOME_BMAL1:CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	Circadian Clock
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	Metabolism
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	Metabolism of proteins
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	Developmental Biology
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	Developmental Biology
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	Signal Transduction
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	Signal Transduction
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2	Signal Transduction
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	Hemostasis
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	Signal Transduction
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	Signal Transduction
REACTOME_P2Y_RECEPTORS	Signal Transduction
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	Hemostasis
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	Hemostasis
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	Hemostasis
REACTOME_PLATELET_SENSITIZATION_BY_LDL	Hemostasis
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2PLUS_LEVELS	Hemostasis
REACTOME_REDUCTION_OF_CYTOSOLIC_CAPLUSPLUS_LEVELS	Hemostasis
REACTOME_OLFACTORY_SIGNALING_PATHWAY	Signal Transduction
REACTOME_OPIOID_SIGNALLING	Signal Transduction
REACTOME_VISUAL_PHOTOTRANSDUCTION	Signal Transduction
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	Cell-Cell communication
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	Cell-Cell communication
REACTOME_TIGHT_JUNCTION_INTERACTIONS	Cell-Cell communication
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	Metabolism
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	Metabolism
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	Metabolism
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	Metabolism
REACTOME_EPH_EPHRIN_SIGNALING	Developmental Biology
REACTOME_NETRIN_1_SIGNALING	Developmental Biology
REACTOME_SEMAPHORIN_INTERACTIONS	Developmental Biology
REACTOME_L1CAM_INTERACTIONS	Developmental Biology
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	Developmental Biology
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	Developmental Biology
REACTOME_RET_SIGNALING	Developmental Biology
REACTOME_REELIN_SIGNALLING_PATHWAY	Developmental Biology
REACTOME_METAL_ION_SLC_TRANSPORTERS	Transport of small molecules
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	Transport of small molecules
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	Transport of small molecules
REACTOME_NAPLUS_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	Transport of small molecules
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	Transport of small molecules
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	Transport of small molecules
REACTOME_BICARBONATE_TRANSPORTERS	Transport of small molecules
REACTOME_SODIUM_CALCIUM_EXCHANGERS	Transport of small molecules
REACTOME_SODIUM_PROTON_EXCHANGERS	Transport of small molecules
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	Transport of small molecules
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	Transport of small molecules
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	Transport of small molecules
REACTOME_ORGANIC_ANION_TRANSPORTERS	Transport of small molecules
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	Transport of small molecules
REACTOME_TRANSPORT_OF_FATTY_ACIDS	Transport of small molecules
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	Transport of small molecules
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	Transport of small molecules
REACTOME_CELLULAR_HEXOSE_TRANSPORT	Transport of small molecules
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Transport of small molecules
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	Transport of small molecules
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	Transport of small molecules
REACTOME_ZINC_TRANSPORTERS	Transport of small molecules
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	Metabolism
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	Metabolism
REACTOME_DEADENYLATION_OF_MRNA	Metabolism of RNA
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	Metabolism of RNA
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	Metabolism of RNA
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	Transport of small molecules
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	Transport of small molecules
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	Neuronal System
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	Neuronal System
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	Neuronal System
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	Neuronal System
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	Neuronal System
REACTOME_LONG_TERM_POTENTIATION	Neuronal System
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	Signal Transduction
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	Signal Transduction
REACTOME_RAS_ACTIVATION_UPON_CA2PLUS_INFLUX_THROUGH_NMDA_RECEPTOR	Neuronal System
REACTOME_RSK_ACTIVATION	Neuronal System
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	Neuronal System
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	Neuronal System
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	Neuronal System
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	Transport of small molecules
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	Transport of small molecules
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	Metabolism of proteins
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	Metabolism of proteins
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	Metabolism of proteins
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	Metabolism of proteins
REACTOME_SIALIC_ACID_METABOLISM	Metabolism of proteins
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	Metabolism of proteins
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	Metabolism of proteins
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	Metabolism of proteins
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	Metabolism of proteins
REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS	Cell-Cell communication
REACTOME_INTERLEUKIN_1_PROCESSING	Immune System
REACTOME_INTERLEUKIN_37_SIGNALING	Immune System
REACTOME_INTERLEUKIN_18_SIGNALING	Immune System
REACTOME_INTERLEUKIN_36_PATHWAY	Immune System
REACTOME_INTERLEUKIN_1_SIGNALING	Immune System
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	Cell-Cell communication
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	Cell-Cell communication
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	Cell-Cell communication
REACTOME_INTERLEUKIN_35_SIGNALLING	Immune System
REACTOME_INTERLEUKIN_12_SIGNALING	Immune System
REACTOME_INTERLEUKIN_23_SIGNALING	Immune System
REACTOME_INTERLEUKIN_27_SIGNALING	Immune System
REACTOME_INTERLEUKIN_7_SIGNALING	Immune System
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	Immune System
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	Immune System
REACTOME_INTERLEUKIN_17_SIGNALING	Immune System
REACTOME_OTHER_INTERLEUKIN_SIGNALING	Immune System
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	Immune System
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	Immune System
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	Immune System
REACTOME_INTERLEUKIN_10_SIGNALING	Immune System
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	Immune System
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	Immune System
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	Immune System
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	Immune System
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	Immune System
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	Immune System
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	Immune System
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	Metabolism of RNA
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	Metabolism of RNA
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	Metabolism of RNA
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	Metabolism of RNA
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	Metabolism of RNA
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	Neuronal System
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	Neuronal System
REACTOME_INTERLEUKIN_15_SIGNALING	Immune System
REACTOME_INTERLEUKIN_9_SIGNALING	Immune System
REACTOME_INTERLEUKIN_2_SIGNALING	Immune System
REACTOME_INTERLEUKIN_21_SIGNALING	Immune System
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	Immune System
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	Developmental Biology
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	Developmental Biology
REACTOME_G2_PHASE	Cell Cycle
REACTOME_G0_AND_EARLY_G1	Cell Cycle
REACTOME_G1_PHASE	Cell Cycle
REACTOME_PHOSPHORYLATION_SITE_MUTANTS_OF_CTNNB1_ARE_NOT_TARGETED_TO_THE_PROTEASOME_BY_THE_DESTRUCTION_COMPLEX	Disease
REACTOME_MISSPLICED_LRP5_MUTANTS_HAVE_ENHANCED_BETA_CATENIN_DEPENDENT_SIGNALING	Disease
REACTOME_RNF_MUTANTS_SHOW_ENHANCED_WNT_SIGNALING_AND_PROLIFERATION	Disease
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	Signal Transduction
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	Signal Transduction
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	Signal Transduction
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	Immune System
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	Metabolism of proteins
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	Metabolism of proteins
REACTOME_PINK_PARKIN_MEDIATED_MITOPHAGY	Autophagy
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	Autophagy
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	Gene expression (Transcription)
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	Gene expression (Transcription)
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	Metabolism of proteins
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	Disease
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS	Disease
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	Disease
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	Programmed Cell Death
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	Programmed Cell Death
REACTOME_REGULATED_NECROSIS	Programmed Cell Death
REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	Signal Transduction
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	Signal Transduction
REACTOME_HEDGEHOG_OFF_STATE	Signal Transduction
REACTOME_HEDGEHOG_ON_STATE	Signal Transduction
REACTOME_RA_BIOSYNTHESIS_PATHWAY	Signal Transduction
REACTOME_ORGANIC_CATION_TRANSPORT	Transport of small molecules
REACTOME_ORGANIC_ANION_TRANSPORT	Transport of small molecules
REACTOME_PHOSPHOLIPID_METABOLISM	Metabolism
REACTOME_SPHINGOLIPID_METABOLISM	Metabolism
REACTOME_KETONE_BODY_METABOLISM	Metabolism
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	Metabolism
REACTOME_METABOLISM_OF_STEROIDS	Metabolism
REACTOME_LIPID_PARTICLE_ORGANIZATION	Metabolism
REACTOME_FATTY_ACID_METABOLISM	Metabolism
REACTOME_TRIGLYCERIDE_METABOLISM	Metabolism
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	Metabolism
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	Muscle contraction
REACTOME_PHASE_3_RAPID_REPOLARISATION	Muscle contraction
REACTOME_PHASE_0_RAPID_DEPOLARISATION	Muscle contraction
REACTOME_PHASE_2_PLATEAU_PHASE	Muscle contraction
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NAPLUS_CHANNELS	Muscle contraction
REACTOME_PHYSIOLOGICAL_FACTORS	Muscle contraction
REACTOME_ION_HOMEOSTASIS	Muscle contraction
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	Disease
